key,Customer Age,Quantity,Revenue,Cost,Unit Price,Unit Cost,Profit Margin
36.0_F_Germany_Nordrhein-Westfalen,36.0,38.0,9366.0,6571.0,264.7254902352941,187.0876470588235,0.3022972064392503
36.0_F_Germany_Saarland,36.0,19.0,5728.0,4638.0,405.2999999,325.183,0.2480780062523864
36.0_F_United Kingdom_England,36.0,215.0,60882.0,55569.0,342.95469254368936,311.71339805825244,0.12990351091610694
36.0_F_United States_California,36.0,406.0,150904.0,146692.0,452.7062289494949,440.99479797979797,0.0885564135362917
36.0_F_United States_Oregon,36.0,74.0,23275.0,21519.0,395.6710526052631,360.25447368421055,0.08579378124748571
36.0_F_United States_Texas,36.0,6.0,1045.0,909.0,174.16666666666666,151.5,0.08198625631551693
36.0_F_United States_Washington,36.0,134.0,36486.0,32921.0,338.6056338169014,304.3169014084507,0.12795136703781587
36.0_M_France_Essonne,36.0,10.0,2902.0,3112.0,366.1,383.334,-0.10448675145879582
36.0_M_France_Hauts de Seine,36.0,16.0,2897.0,2919.0,184.10416675,184.27125,0.10715129334204734
36.0_M_France_Loir et Cher,36.0,7.0,2053.0,1283.0,259.388889,163.27666666666667,0.2032149579507815
36.0_M_France_Loiret,36.0,9.0,2621.0,2338.0,244.9666666,217.93400000000003,-0.002620761978056901
36.0_M_France_Nord,36.0,15.0,5401.0,5017.0,271.395833375,253.79125,0.09775073161177149
36.0_M_France_Seine (Paris),36.0,15.0,6899.0,6259.0,618.809523857143,571.6428571428571,0.11066851075116381
36.0_M_France_Seine Saint Denis,36.0,34.0,7993.0,7217.0,260.17857142857144,226.92714285714285,0.07179920567600871
36.0_M_France_Somme,36.0,2.0,679.0,720.0,339.5,360.0,-0.060382916053019146
36.0_M_France_Val d'Oise,36.0,8.0,6342.0,5306.0,848.0555556666667,725.2766666666666,0.14301821250907742
36.0_M_France_Yveline,36.0,27.0,8498.0,6717.0,500.25,388.566,0.1437498281240956
36.0_M_Germany_Bayern,36.0,30.0,5959.0,4749.0,232.989583375,186.426875,0.245651613733791
36.0_M_Germany_Brandenburg,36.0,15.0,6403.0,5413.0,580.3611113333333,496.22166666666664,0.20924904915142006
36.0_M_Germany_Hamburg,36.0,18.0,2303.0,1771.0,132.666666625,100.5,0.25862864838835625
36.0_M_Germany_Hessen,36.0,31.0,9309.0,7428.0,273.63095242857145,218.51142857142855,0.23563449255756538
36.0_M_Germany_Nordrhein-Westfalen,36.0,22.0,7317.0,5631.0,307.01388891666664,232.16666666666666,0.27758276456728165
36.0_M_Germany_Saarland,36.0,19.0,11843.0,9968.0,709.5416666250001,599.79125,0.1941438224181346
36.0_M_United Kingdom_England,36.0,202.0,54722.0,48302.0,318.91744549532706,278.8285981308411,0.13960746621314726
36.0_M_United States_California,36.0,324.0,114205.0,106809.0,432.6808943109756,405.38115853658536,0.10951570746929906
36.0_M_United States_Oregon,36.0,85.0,19822.0,16401.0,259.7032520243903,218.15439024390244,0.16291138658948212
36.0_M_United States_Virginia,36.0,4.0,932.0,765.0,180.6666665,149.16500000000002,0.16348991637973437
36.0_M_United States_Washington,36.0,132.0,43047.0,38436.0,390.9848485,346.4418181818182,0.12316360999024939
37.0_F_France_Essonne,37.0,21.0,8092.0,6631.0,426.61111108333336,356.5416666666667,0.1699227120666966
37.0_F_France_Hauts de Seine,37.0,10.0,1355.0,1312.0,135.5,131.2,0.14618272361744117
37.0_F_France_Moselle,37.0,14.0,8835.0,8652.0,718.4285714285714,706.38,0.038299726568961745
37.0_F_France_Nord,37.0,23.0,9430.0,7806.0,491.47222216666665,401.8883333333333,0.1290110887971403
37.0_F_France_Seine (Paris),37.0,26.0,4469.0,3736.0,187.5694445,159.875,0.11309822500404526
37.0_F_France_Seine Saint Denis,37.0,22.0,4646.0,4298.0,267.4,277.733,0.13418335574390866
37.0_F_France_Seine et Marne,37.0,14.0,1740.0,1481.0,164.95238085714286,134.83285714285714,0.12050964048201289
37.0_F_France_Yveline,37.0,3.0,791.0,868.0,248.75,248.5,0.05914921334803086
37.0_F_Germany_Bayern,37.0,26.0,7260.0,5719.0,301.7948717692308,232.44846153846154,0.25798082682589435
37.0_F_Germany_Hamburg,37.0,25.0,8493.0,6922.0,311.88888891666664,253.2491666666667,0.23827338779567017
37.0_F_Germany_Hessen,37.0,39.0,24691.0,19064.0,859.9603174761905,667.4604761904762,0.253104303155928
37.0_F_Germany_Nordrhein-Westfalen,37.0,38.0,14113.0,11522.0,543.1515151818181,451.85636363636365,0.2595126351635642
37.0_F_Germany_Saarland,37.0,22.0,9937.0,7580.0,617.77777775,479.625,0.26486971316823155
37.0_F_United Kingdom_England,37.0,228.0,68358.0,64104.0,336.0938511553398,313.632427184466,0.09763401243645872
37.0_F_United States_California,37.0,355.0,114720.0,105766.0,381.2099811581921,347.56502824858757,0.10569726559101546
37.0_F_United States_North Carolina,37.0,4.0,130.0,119.0,51.6666665,46.5,0.06805555555555555
37.0_F_United States_Oregon,37.0,111.0,41989.0,40320.0,441.30601096721307,425.27016393442625,0.07585092472057241
37.0_F_United States_Washington,37.0,173.0,62169.0,57682.0,421.6984126904762,384.635119047619,0.10322898700130326
37.0_M_France_Garonne (Haute),37.0,5.0,4220.0,3411.0,1031.875,830.25,0.038636154474100334
37.0_M_France_Moselle,37.0,1.0,1025.0,700.0,1025.0,700.0,0.3170731707317073
37.0_M_France_Nord,37.0,46.0,17105.0,15315.0,412.4469697272727,381.6818181818182,0.14042672224386085
37.0_M_France_Seine (Paris),37.0,24.0,3207.0,3288.0,147.87878781818182,159.07545454545453,-0.028822221900443114
37.0_M_France_Seine Saint Denis,37.0,12.0,2688.0,2174.0,285.0555555,220.55499999999998,0.22854378112755544
37.0_M_France_Val de Marne,37.0,3.0,718.0,525.0,351.0,253.75,0.09598214285714285
37.0_M_France_Yveline,37.0,3.0,648.0,465.0,297.0,212.5,0.27314814814814814
37.0_M_Germany_Bayern,37.0,5.0,3394.0,2289.0,834.1666666666666,544.8333333333334,0.30494592260784725
37.0_M_Germany_Brandenburg,37.0,9.0,5329.0,4079.0,592.111111,453.22,0.2597789569417045
37.0_M_Germany_Hamburg,37.0,10.0,3453.0,2738.0,409.63333320000004,325.93199999999996,0.25322478307839447
37.0_M_Germany_Hessen,37.0,31.0,16080.0,12831.0,568.8020833749999,454.76,0.25113874194037106
37.0_M_Germany_Nordrhein-Westfalen,37.0,30.0,10968.0,7768.0,362.4,255.1,0.29762074720623605
37.0_M_Germany_Saarland,37.0,42.0,13177.0,10329.0,424.9603174285715,343.92857142857144,0.2674607158488652
37.0_M_United Kingdom_England,37.0,162.0,52516.0,46758.0,387.62015503488374,345.9611627906977,0.1581563657895572
37.0_M_United States_California,37.0,323.0,109953.0,103306.0,397.1791666625,371.14356250000003,0.10550162634222952
37.0_M_United States_Oregon,37.0,122.0,29362.0,26413.0,306.23099415789477,277.85087719298247,0.1333920368268139
37.0_M_United States_Washington,37.0,173.0,54061.0,49079.0,354.7012195,321.174756097561,0.12741144391775433
38.0_F_France_Essonne,38.0,17.0,3598.0,3237.0,207.037037,186.68555555555557,0.23710793482877765
38.0_F_France_Hauts de Seine,38.0,6.0,1435.0,948.0,256.2222223333333,170.89,0.1940371456500489
38.0_F_France_Moselle,38.0,5.0,1731.0,1080.0,484.7777776666667,298.89000000000004,0.3536080662171231
38.0_F_France_Nord,38.0,26.0,15380.0,13904.0,788.0729166875,710.239375,0.0719223809161082
38.0_F_France_Seine (Paris),38.0,15.0,6995.0,6429.0,520.2,491.6,0.08540497276347137
38.0_F_France_Somme,38.0,15.0,4986.0,4759.0,433.66666675,378.27125,0.1505679056175648
38.0_F_France_Val d'Oise,38.0,5.0,1765.0,1757.0,394.75,377.415,-0.08533851220330628
38.0_F_France_Yveline,38.0,9.0,5601.0,3985.0,1094.79166675,749.375,0.17889792186590123
38.0_F_Germany_Hamburg,38.0,28.0,11700.0,9318.0,479.55952378571425,376.2735714285714,0.2292323489980328
38.0_F_Germany_Hessen,38.0,59.0,25789.0,19900.0,489.64814814814815,374.0118518518518,0.2653125153942941
38.0_F_Germany_Nordrhein-Westfalen,38.0,11.0,6360.0,5117.0,866.1333332,719.134,0.20798346293928177
38.0_F_Germany_Saarland,38.0,18.0,4489.0,3483.0,311.2407406666667,234.68444444444444,0.2510807207679051
38.0_F_United Kingdom_England,38.0,206.0,80432.0,74841.0,448.5392156764706,420.5440196078431,0.10481113877178583
38.0_F_United States_California,38.0,288.0,97536.0,91084.0,416.28140097101453,387.0494927536232,0.11054492148496811
38.0_F_United States_Oregon,38.0,61.0,17208.0,15726.0,363.48387096774195,328.333870967742,0.13803755490076808
38.0_F_United States_Washington,38.0,152.0,40801.0,37004.0,316.40416665000004,287.302,0.12678758900526627
38.0_M_France_Charente-Maritime,38.0,1.0,1487.0,2049.0,1487.0,2049.0,-0.37794216543375925
38.0_M_France_Hauts de Seine,38.0,19.0,10138.0,11763.0,653.55,799.867,-0.08438111232244776
38.0_M_France_Moselle,38.0,3.0,750.0,539.0,352.0,253.0,0.28188185542487115
38.0_M_France_Nord,38.0,9.0,2280.0,2102.0,282.79166675,261.2925,0.11687851010051013
38.0_M_France_Seine (Paris),38.0,14.0,4692.0,4278.0,381.416666625,356.125,0.06817246750345254
38.0_M_France_Seine Saint Denis,38.0,17.0,8642.0,6236.0,533.047619,378.57142857142856,0.22121450537173146
38.0_M_France_Seine et Marne,38.0,16.0,5609.0,4247.0,369.770833375,292.64625,0.1861090362855108
38.0_M_France_Val d'Oise,38.0,2.0,463.0,400.0,231.5,200.0,0.19766424156227777
38.0_M_France_Yveline,38.0,12.0,2543.0,2152.0,282.0000002,245.16800000000003,0.18191538226268583
38.0_M_Germany_Bayern,38.0,17.0,10812.0,8431.0,810.537037,651.9811111111111,0.29052194648911
38.0_M_Germany_Brandenburg,38.0,3.0,4640.0,3307.0,1546.6666666666667,1102.3333333333333,0.2568556900085886
38.0_M_Germany_Hamburg,38.0,8.0,1506.0,1154.0,197.72222233333332,149.61,0.2813811431043523
38.0_M_Germany_Hessen,38.0,38.0,16634.0,13031.0,466.2666667,363.5085,0.28394908012780923
38.0_M_Germany_Nordrhein-Westfalen,38.0,25.0,12295.0,9528.0,569.2179487692308,430.03846153846155,0.28385776573652177
38.0_M_Germany_Saarland,38.0,49.0,16725.0,12688.0,468.73188408695654,361.02130434782606,0.24541675711817404
38.0_M_United Kingdom_England,38.0,190.0,72476.0,68580.0,431.57291671875004,403.935625,0.10510831657327983
38.0_M_United States_California,38.0,310.0,87499.0,83111.0,354.15084388607596,335.64240506329116,0.11338060995832326
38.0_M_United States_Ohio,38.0,8.0,5428.0,4847.0,967.3666666000001,859.234,0.0949072233281046
38.0_M_United States_Oregon,38.0,86.0,24516.0,22766.0,311.5909090454545,288.70454545454544,0.10523296948379456
38.0_M_United States_Washington,38.0,147.0,43091.0,40979.0,348.9351851527778,334.50208333333336,0.09865283578225964
39.0_F_France_Essonne,39.0,9.0,1358.0,1372.0,194.7916665,181.83249999999998,-0.01154445670014936
39.0_F_France_Hauts de Seine,39.0,10.0,3574.0,3444.0,369.8333332,364.966,0.09147012555854772
39.0_F_France_Loir et Cher,39.0,5.0,455.0,454.0,96.83333333333333,101.16666666666667,0.00889521437466643
39.0_F_France_Loiret,39.0,13.0,2509.0,1767.0,319.94444433333337,208.75,0.24841710874828296
39.0_F_France_Moselle,39.0,11.0,3894.0,2504.0,627.5277778333333,398.52666666666664,0.14715306161582295
39.0_F_France_Nord,39.0,22.0,4044.0,3825.0,160.5000001,147.034,0.16887714650942817
39.0_F_France_Seine (Paris),39.0,17.0,5335.0,4892.0,290.562500125,258.60375,0.11713962852184572
39.0_F_France_Seine Saint Denis,39.0,9.0,2656.0,2863.0,278.29166675,287.0,0.05921801611002316
39.0_F_France_Seine et Marne,39.0,1.0,748.0,550.0,748.0,550.0,0.2647058823529412
39.0_F_Germany_Bayern,39.0,8.0,2275.0,1797.0,317.888889,252.44333333333336,0.240697551279658
39.0_F_Germany_Brandenburg,39.0,5.0,1907.0,1366.0,417.4166665,296.5,0.27517982229326315
39.0_F_Germany_Hamburg,39.0,11.0,4816.0,3699.0,686.8000002,521.934,0.24429737798461781
39.0_F_Germany_Hessen,39.0,16.0,9901.0,7907.0,756.3333332857143,630.9042857142857,0.24820257967849949
39.0_F_Germany_Nordrhein-Westfalen,39.0,25.0,14696.0,11935.0,587.2777777499999,473.93083333333334,0.24603893559344478
39.0_F_Germany_Saarland,39.0,35.0,23347.0,17924.0,827.0666666999999,635.167,0.28056044111590855
39.0_F_United Kingdom_England,39.0,246.0,84880.0,79991.0,466.39516126612904,443.07782258064515,0.09734827457822474
39.0_F_United States_California,39.0,319.0,99358.0,91760.0,396.543750025,363.9030625,0.11342942737208642
39.0_F_United States_Oregon,39.0,59.0,32806.0,31104.0,726.84895834375,681.03125,0.08885945029491434
39.0_F_United States_Washington,39.0,150.0,43605.0,39545.0,335.40540539189186,307.9055405405406,0.12653168839151108
39.0_M_France_Essonne,39.0,7.0,2544.0,2714.0,267.25,295.0,-0.0740796975800922
39.0_M_France_Garonne (Haute),39.0,11.0,2892.0,3241.0,245.3333334,267.4,0.03420631672028248
39.0_M_France_Hauts de Seine,39.0,13.0,5575.0,5231.0,466.0,436.6383333333333,0.20617559697953544
39.0_M_France_Nord,39.0,18.0,7403.0,7637.0,488.541666625,488.8125,-0.002397371128136098
39.0_M_France_Seine (Paris),39.0,13.0,4972.0,4713.0,370.2857142857143,346.7142857142857,0.026884351201062896
39.0_M_France_Seine Saint Denis,39.0,46.0,12357.0,10327.0,322.3833333,262.525,0.141211429301069
39.0_M_France_Seine et Marne,39.0,5.0,626.0,637.0,151.75,155.665,0.10083865199025682
39.0_M_France_Yveline,39.0,6.0,3381.0,3027.0,739.625,673.0,0.16295332372702512
39.0_M_Germany_Bayern,39.0,23.0,9566.0,7330.0,430.5000001,326.5,0.24647850937619342
39.0_M_Germany_Brandenburg,39.0,8.0,1175.0,805.0,149.61111100000002,102.22333333333334,0.2989676325398674
39.0_M_Germany_Hamburg,39.0,22.0,9460.0,7493.0,599.6153846153846,479.9230769230769,0.26200761820002194
39.0_M_Germany_Hessen,39.0,15.0,10360.0,7789.0,823.0185185555555,626.7222222222222,0.2814967084557735
39.0_M_Germany_Nordrhein-Westfalen,39.0,41.0,27100.0,20778.0,849.0396825238095,669.412380952381,0.2618122855923053
39.0_M_Germany_Saarland,39.0,32.0,11296.0,7921.0,459.08333331250003,326.4375,0.3004095206161108
39.0_M_United Kingdom_England,39.0,164.0,80249.0,74794.0,596.2757936309523,548.8332142857142,0.11683023652068926
39.0_M_United States_California,39.0,323.0,116278.0,108572.0,457.7515337423313,429.9589570552147,0.10872254014408539
39.0_M_United States_Oregon,39.0,48.0,17023.0,16491.0,442.7348484545455,429.0986363636364,0.06797749482014853
39.0_M_United States_Washington,39.0,213.0,52077.0,49118.0,294.66000001,278.4684,0.0979001239805439
40.0_F_France_Essonne,40.0,55.0,22815.0,23682.0,512.5055555666667,522.911,0.019668377744219975
40.0_F_France_Nord,40.0,18.0,3592.0,3188.0,237.10606063636362,207.42454545454547,0.14288442079090374
40.0_F_France_Seine (Paris),40.0,31.0,15579.0,13884.0,501.385416625,471.20875,0.1066207677587084
40.0_F_France_Seine Saint Denis,40.0,14.0,6372.0,6476.0,454.07142857142856,462.31,0.03098584541259743
40.0_F_France_Yveline,40.0,10.0,4039.0,3493.0,410.3,357.3,0.10536451539324983
40.0_F_Germany_Bayern,40.0,24.0,11144.0,9052.0,602.4861110833334,479.3333333333333,0.26536097033359957
40.0_F_Germany_Hamburg,40.0,52.0,25889.0,21173.0,635.9935897692308,518.9492307692308,0.23937937887245728
40.0_F_Germany_Hessen,40.0,37.0,15687.0,12584.0,679.9629628888889,536.75,0.24918669354643624
40.0_F_Germany_Nordrhein-Westfalen,40.0,25.0,17132.0,13123.0,769.7499999285714,591.9764285714285,0.26790354176987813
40.0_F_Germany_Saarland,40.0,12.0,6446.0,5131.0,469.3055555,371.52833333333336,0.3005329739354244
40.0_F_United Kingdom_England,40.0,197.0,77580.0,75181.0,511.25000001960785,499.6243137254902,0.09357020887358086
40.0_F_United States_Alabama,40.0,6.0,1214.0,1002.0,202.3333335,167.0,0.10785824345146379
40.0_F_United States_California,40.0,365.0,108094.0,100440.0,343.680776,323.5130687830688,0.12186064436824208
40.0_F_United States_Oregon,40.0,74.0,14757.0,13363.0,202.20476188571428,183.99942857142855,0.11896196756552005
40.0_F_United States_Washington,40.0,185.0,45614.0,40535.0,298.3673469489796,265.30795918367346,0.13566819136243818
40.0_M_France_Charente-Maritime,40.0,8.0,1181.0,1228.0,135.5,141.72333333333333,-0.0995386660411291
40.0_M_France_Essonne,40.0,10.0,2345.0,2702.0,208.20833325,235.375,0.11590706926033262
40.0_M_France_Moselle,40.0,5.0,725.0,637.0,219.5,188.33333333333334,0.012065082323703014
40.0_M_France_Nord,40.0,28.0,7974.0,9607.0,267.38095235714286,315.3457142857143,0.02096943242543197
40.0_M_France_Seine (Paris),40.0,5.0,3350.0,3432.0,672.0,694.5,-0.013118031212650504
40.0_M_France_Seine Saint Denis,40.0,16.0,6832.0,5489.0,695.479166625,545.79125,0.11441237433179488
40.0_M_France_Val d'Oise,40.0,6.0,697.0,443.0,116.16666699999999,73.83500000000001,0.34257038581856103
40.0_M_France_Val de Marne,40.0,6.0,2849.0,2301.0,426.611111,348.6666666666667,0.21541186166101145
40.0_M_France_Yveline,40.0,52.0,32044.0,28831.0,767.0493826666666,696.2596296296296,0.09519930043800598
40.0_M_Germany_Bayern,40.0,28.0,18039.0,14191.0,676.2254901764707,534.3723529411765,0.2609983783447475
40.0_M_Germany_Hamburg,40.0,18.0,9076.0,7345.0,728.9848485454545,600.44,0.2859714116242909
40.0_M_Germany_Hessen,40.0,55.0,35374.0,29753.0,849.2126436896552,713.8796551724138,0.2359981482944235
40.0_M_Germany_Nordrhein-Westfalen,40.0,28.0,15000.0,11671.0,575.6428571428571,460.20285714285717,0.2574065231654549
40.0_M_Germany_Saarland,40.0,111.0,56450.0,45889.0,639.8888888947369,522.4557894736841,0.23265897484892256
40.0_M_United Kingdom_England,40.0,133.0,38800.0,33140.0,393.39047617142853,337.29742857142855,0.1646516207386889
40.0_M_United States_California,40.0,352.0,110077.0,98511.0,360.4384469602273,321.6364204545455,0.137014936698454
40.0_M_United States_Kentucky,40.0,6.0,1747.0,1454.0,382.25,319.5,0.18358298405681928
40.0_M_United States_Ohio,40.0,5.0,215.0,198.0,49.25,45.5,0.08971704623878538
40.0_M_United States_Oregon,40.0,98.0,25847.0,23953.0,388.79666668,363.9568,0.12920502024145317
40.0_M_United States_Washington,40.0,114.0,36722.0,33247.0,367.87500001666666,337.808,0.09609835478913405
41.0_F_France_Hauts de Seine,41.0,10.0,2447.0,2800.0,287.0333334,307.466,0.07516194885726192
41.0_F_France_Nord,41.0,33.0,12943.0,13000.0,472.4444444666667,469.54466666666667,0.017880020567659416
41.0_F_France_Seine (Paris),41.0,5.0,2493.0,1945.0,813.888889,632.7766666666666,0.17621218034715783
41.0_F_France_Seine Saint Denis,41.0,45.0,8406.0,7285.0,192.69298242105265,175.49105263157895,0.1259820389207232
41.0_F_France_Seine et Marne,41.0,2.0,2349.0,2368.0,1174.5,1184.0,-0.04870834154999014
41.0_F_France_Yveline,41.0,8.0,4044.0,3270.0,839.54166675,670.8325,0.19431348088571032
41.0_F_Germany_Bayern,41.0,46.0,22872.0,17930.0,628.29166665,501.4745,0.2525722806370487
41.0_F_Germany_Hamburg,41.0,54.0,23657.0,18473.0,554.9027778333333,439.00666666666666,0.2563659553729494
41.0_F_Germany_Hessen,41.0,34.0,17776.0,14066.0,534.5098038823529,413.7747058823529,0.2588892736340573
41.0_F_Germany_Nordrhein-Westfalen,41.0,32.0,17612.0,14073.0,704.7444444666667,561.934,0.2453153194533268
41.0_F_Germany_Saarland,41.0,26.0,9990.0,7684.0,525.7307693076923,389.84615384615387,0.3006328972656845
41.0_F_United Kingdom_England,41.0,122.0,37520.0,33269.0,365.8763440645161,325.6266129032258,0.15915034150665913
41.0_F_United States_California,41.0,334.0,105425.0,95171.0,396.6374269122807,356.62976608187137,0.11858835526021937
41.0_F_United States_Oregon,41.0,105.0,33856.0,30946.0,347.01602563461535,312.9003846153846,0.12730694880756296
41.0_F_United States_Washington,41.0,143.0,28608.0,25745.0,242.5263158026316,219.05921052631578,0.11414430419370741
41.0_M_France_Essonne,41.0,3.0,2482.0,2320.0,827.333333,773.33,0.0652699435938759
41.0_M_France_Hauts de Seine,41.0,3.0,3895.0,3335.0,1613.5,1413.75,0.1668326594173903
41.0_M_France_Loiret,41.0,17.0,7685.0,7385.0,449.2407407777778,440.5733333333333,0.11271600656601846
41.0_M_France_Moselle,41.0,12.0,3444.0,3513.0,483.52777783333335,473.0833333333333,0.05199520186410476
41.0_M_France_Nord,41.0,19.0,7407.0,6567.0,434.25,362.733,0.09451000419737783
41.0_M_France_Pas de Calais,41.0,3.0,2853.0,2295.0,951.0,765.0,0.19558359621451105
41.0_M_France_Seine (Paris),41.0,34.0,16247.0,14759.0,510.5686274705882,490.09823529411767,0.05985232654635732
41.0_M_France_Seine Saint Denis,41.0,12.0,2156.0,1668.0,236.3,199.03400000000002,0.047449764204431547
41.0_M_France_Seine et Marne,41.0,19.0,10694.0,9667.0,649.1166667,605.683,0.14317354299360324
41.0_M_France_Yveline,41.0,21.0,8784.0,10226.0,560.4166667,678.366,-0.08346990379654604
41.0_M_Germany_Bayern,41.0,6.0,4883.0,3539.0,813.8333333333334,589.8333333333334,0.3050709886209417
41.0_M_Germany_Brandenburg,41.0,5.0,827.0,582.0,198.9166665,140.0,0.2969579983164494
41.0_M_Germany_Hamburg,41.0,21.0,9742.0,7602.0,585.4242424545454,463.95454545454544,0.2820994654887808
41.0_M_Germany_Hessen,41.0,25.0,14513.0,11387.0,721.6388889166666,563.7775,0.2604863857985849
41.0_M_Germany_Nordrhein-Westfalen,41.0,47.0,20285.0,16142.0,543.7753623043478,440.0286956521739,0.2407629670968273
41.0_M_Germany_Saarland,41.0,21.0,9965.0,7590.0,676.5454545454545,528.6363636363636,0.2935182939100345
41.0_M_United Kingdom_England,41.0,166.0,64468.0,58430.0,430.4274509647059,385.1569411764706,0.1402122563684135
41.0_M_United States_California,41.0,285.0,76602.0,71112.0,352.59090909090907,325.7424475524475,0.10632534782021172
41.0_M_United States_Oregon,41.0,87.0,26300.0,23186.0,343.68650795238096,303.0757142857143,0.13627058287182206
41.0_M_United States_Washington,41.0,197.0,69202.0,64246.0,426.80102040816325,394.9490816326531,0.12334312834155169
42.0_F_France_Essonne,42.0,11.0,4982.0,4018.0,484.8,368.8,0.14308419348900459
42.0_F_France_Nord,42.0,18.0,6526.0,5890.0,495.1666667142857,466.31,-0.0708988712170023
42.0_F_France_Seine (Paris),42.0,47.0,14986.0,14173.0,418.725,399.075,0.02272227112102241
42.0_F_France_Seine Saint Denis,42.0,27.0,12536.0,12068.0,461.64102561538465,486.0776923076923,0.053317781854451685
42.0_F_France_Val de Marne,42.0,5.0,983.0,691.0,167.75,119.0,0.16608701582105836
42.0_F_France_Yveline,42.0,8.0,7114.0,6679.0,941.8,917.2,0.09107719405686701
42.0_F_Germany_Bayern,42.0,7.0,346.0,228.0,53.111110999999994,34.666666666666664,0.3281818163645123
42.0_F_Germany_Hamburg,42.0,28.0,11089.0,7834.0,568.052083375,411.176875,0.3327361604430112
42.0_F_Germany_Hessen,42.0,16.0,5889.0,4659.0,302.7037036666667,230.01777777777775,0.26201073504847
42.0_F_Germany_Nordrhein-Westfalen,42.0,41.0,21778.0,18610.0,723.95833335,626.3165,0.22769567202188887
42.0_F_Germany_Saarland,42.0,52.0,32092.0,25328.0,747.2222222083333,582.6316666666667,0.24987723609646725
42.0_F_United Kingdom_England,42.0,141.0,58732.0,56165.0,562.369565231884,541.9178260869566,0.09676493238682783
42.0_F_United States_California,42.0,316.0,104265.0,96813.0,397.31149426206895,371.199724137931,0.10780640592269415
42.0_F_United States_Oregon,42.0,69.0,11275.0,10192.0,201.60606057575757,180.22181818181818,0.12746323486606276
42.0_F_United States_Washington,42.0,175.0,45050.0,42255.0,296.2448559876543,278.8786419753086,0.10094820587949314
42.0_M_France_Essonne,42.0,18.0,5714.0,6092.0,345.5476191428571,357.95142857142855,0.06220268155584017
42.0_M_France_Hauts de Seine,42.0,20.0,11299.0,10046.0,630.5384615384615,602.2692307692307,0.17815802829653443
42.0_M_France_Loiret,42.0,6.0,2312.0,2505.0,419.55555566666663,450.27666666666664,0.07806513409961685
42.0_M_France_Nord,42.0,21.0,11179.0,11263.0,512.25,509.183,0.014043322593804346
42.0_M_France_Seine (Paris),42.0,12.0,3533.0,2601.0,325.97619042857144,225.16714285714286,0.18825360600455315
42.0_M_France_Seine Saint Denis,42.0,37.0,5750.0,5237.0,215.33333335294117,199.74529411764706,0.14846126861658165
42.0_M_France_Seine et Marne,42.0,5.0,679.0,678.0,117.0833335,116.335,0.069721249663345
42.0_M_France_Somme,42.0,2.0,1813.0,1701.0,906.5,850.5,0.06177606177606178
42.0_M_France_Val d'Oise,42.0,22.0,10330.0,9390.0,532.250000125,472.91625,0.09733399126636932
42.0_M_France_Yveline,42.0,9.0,3738.0,2652.0,462.79166675,327.125,0.12654309694197888
42.0_M_Germany_Bayern,42.0,2.0,954.0,660.0,477.0,330.0,0.3081761006289308
42.0_M_Germany_Hamburg,42.0,26.0,6123.0,5053.0,220.12820507692308,175.03846153846155,0.2598300374851733
42.0_M_Germany_Hessen,42.0,28.0,15257.0,11586.0,610.8809524285714,468.0835714285714,0.29754583527819245
42.0_M_Germany_Nordrhein-Westfalen,42.0,41.0,27040.0,21060.0,865.6583333000001,665.942,0.25222507673694256
42.0_M_Germany_Saarland,42.0,24.0,9171.0,6869.0,538.8205127692307,405.3076923076923,0.3107374561048587
42.0_M_United Kingdom_England,42.0,124.0,65505.0,60806.0,665.6421568382352,619.0760294117647,0.14087375976869657
42.0_M_United States_California,42.0,221.0,75034.0,66753.0,411.78124999107143,364.67410714285717,0.13480712211832918
42.0_M_United States_Oregon,42.0,94.0,29351.0,26587.0,413.7380952244898,377.00346938775505,0.14062243087532222
42.0_M_United States_Washington,42.0,237.0,65451.0,58201.0,324.13418077966105,289.64254237288134,0.12693342788189937
43.0_F_France_Hauts de Seine,43.0,5.0,4200.0,3803.0,1175.5555556666666,1112.11,0.15485665415856653
43.0_F_France_Loir et Cher,43.0,1.0,134.0,110.0,134.0,110.0,0.1791044776119403
43.0_F_France_Moselle,43.0,72.0,35150.0,33798.0,587.25925925,577.1341666666666,0.0908384622403272
43.0_F_France_Nord,43.0,18.0,4186.0,4012.0,306.98148155555555,267.4822222222222,0.10801431446160115
43.0_F_France_Seine Saint Denis,43.0,25.0,9286.0,8293.0,521.1666667142857,462.57142857142856,0.07604974164615164
43.0_F_Germany_Bayern,43.0,33.0,15283.0,12557.0,559.9666666666667,461.2006666666667,0.24371309109256856
43.0_F_Germany_Hamburg,43.0,36.0,15981.0,12703.0,437.33333323529416,341.0494117647059,0.22253715871224816
43.0_F_Germany_Hessen,43.0,30.0,11667.0,8745.0,547.541666625,412.811875,0.27058364180079697
43.0_F_Germany_Nordrhein-Westfalen,43.0,23.0,5947.0,4195.0,327.9666666,238.166,0.29827834811794607
43.0_F_Germany_Saarland,43.0,32.0,11292.0,8390.0,377.8194445,284.7908333333333,0.2719227311163836
43.0_F_United Kingdom_England,43.0,157.0,43718.0,39298.0,321.97555554666667,291.9821333333333,0.1406048280973293
43.0_F_United States_California,43.0,234.0,91709.0,86461.0,489.7105263070175,465.8743859649123,0.10616586779450825
43.0_F_United States_Oregon,43.0,61.0,14937.0,14034.0,282.2555555333333,263.60033333333337,0.11673533045079214
